#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Sinorhizobium meliloti	Bacteria	Proteobacteria	Alphaproteobacteria	pSmeSM11a	NC_013545.1	DQ145546	144.17	59.5401	160	-	-	-	160	-
Sinorhizobium meliloti C017	Bacteria	Proteobacteria	Alphaproteobacteria	pHRC017	NC_019313.1	JQ665880	298.356	58.388	436	-	-	-	438	2
Sinorhizobium meliloti 1021	Bacteria	Proteobacteria	Alphaproteobacteria	pSymB	NC_003078.1	AL591985	1683.33	62.4219	1569	-	1	-	1570	-
Sinorhizobium meliloti 1021	Bacteria	Proteobacteria	Alphaproteobacteria	pSymA	NC_003037.1	AE006469	1354.23	60.3689	1290	-	2	1	1293	-
Sinorhizobium meliloti 2011	Bacteria	Proteobacteria	Alphaproteobacteria	pSymB	NC_020560.1	CP004139	1683.35	62.4226	1518	-	1	-	1539	20
Sinorhizobium meliloti 2011	Bacteria	Proteobacteria	Alphaproteobacteria	pSymA	NC_020527.1	CP004138	1352.56	60.3725	1256	-	1	-	1306	49
Sinorhizobium meliloti AK83	Bacteria	Proteobacteria	Alphaproteobacteria	pSINME01	NC_015597.1	CP002784	256.269	58.9135	208	-	-	-	248	40
Sinorhizobium meliloti AK83	Bacteria	Proteobacteria	Alphaproteobacteria	pSINME02	NC_015592.1	CP002785	70.499	57.91	65	-	-	-	76	11
Sinorhizobium meliloti BL225C	Bacteria	Proteobacteria	Alphaproteobacteria	pSINMEB02	NC_017323.1	CP002742	1690.59	62.2353	1513	-	1	-	1536	22
Sinorhizobium meliloti BL225C	Bacteria	Proteobacteria	Alphaproteobacteria	pSINMEB01	NC_017324.1	CP002741	1616.21	60.1411	1441	-	-	-	1543	102
Sinorhizobium meliloti GR4	Bacteria	Proteobacteria	Alphaproteobacteria	pRmeGR4d	NC_019849.2	CP003937	1701.38	62.4227	1508	-	1	-	1538	29
Sinorhizobium meliloti GR4	Bacteria	Proteobacteria	Alphaproteobacteria	pRmeGR4c	NC_019848.2	CP003936	1417.91	60.4296	1250	-	-	-	1320	70
Sinorhizobium meliloti GR4	Bacteria	Proteobacteria	Alphaproteobacteria	pRmeGR4a	NC_019846.2	CP003934	175.983	59.9785	165	-	-	-	173	8
Sinorhizobium meliloti GR4	Bacteria	Proteobacteria	Alphaproteobacteria	pRmeGR4b	NC_019847.2	CP003935	225.725	58.5797	205	-	-	-	230	25
Sinorhizobium meliloti Rm41	Bacteria	Proteobacteria	Alphaproteobacteria	pRM41A	NC_018682.1	HE995406	246.023	59.3347	212	-	-	-	225	13
Sinorhizobium meliloti Rm41	Bacteria	Proteobacteria	Alphaproteobacteria	pSYMB	NC_018701.1	HE995408	1664.9	62.3345	1475	-	1	-	1508	32
Sinorhizobium meliloti Rm41	Bacteria	Proteobacteria	Alphaproteobacteria	pSYMA	NC_018683.1	HE995407	1559.67	60.5678	1413	-	-	-	1487	74
Sinorhizobium meliloti SM11	Bacteria	Proteobacteria	Alphaproteobacteria	pSmeSM11d	NC_017326.1	CP001832	1632.39	62.4332	1455	-	1	-	1482	26
Sinorhizobium meliloti SM11	Bacteria	Proteobacteria	Alphaproteobacteria	pSmeSM11c	NC_017327.1	CP001831	1633.32	60.1565	1498	-	-	-	1577	79
Sinorhizobium sp. M14	Bacteria	Proteobacteria	Alphaproteobacteria	pSinA	NC_021209.1	JF809815	108.938	59.5137	102	-	-	-	102	-
Sodalis glossinidius	Bacteria	Proteobacteria	Gammaproteobacteria	pSG2	NC_007185.1	AJ868436	27.24	44.6512	27	-	-	-	31	4
Sodalis glossinidius	Bacteria	Proteobacteria	Gammaproteobacteria	pSG2	NC_007184.1	AJ868435	27.24	44.6549	27	-	-	-	31	4
Sodalis glossinidius	Bacteria	Proteobacteria	Gammaproteobacteria	pSG4	NC_007187.1	AJ868438	10.816	47.7533	6	-	-	-	13	7
Sodalis glossinidius	Bacteria	Proteobacteria	Gammaproteobacteria	pSG1	NC_007183.1	AJ868434	81.553	49.1128	66	-	-	-	91	25
Sodalis glossinidius	Bacteria	Proteobacteria	Gammaproteobacteria	pSG1	NC_007182.1	AJ868433	81.553	49.1104	66	-	-	-	91	25
Sodalis glossinidius	Bacteria	Proteobacteria	Gammaproteobacteria	pSG3	NC_007186.1	AJ868437	19.201	50.6588	23	-	-	-	25	2
Sodalis glossinidius str. 'morsitans'	Bacteria	Proteobacteria	Gammaproteobacteria	pSG2	NC_007714.1	AP008234	27.24	44.6623	27	-	-	-	32	5
Sodalis glossinidius str. 'morsitans'	Bacteria	Proteobacteria	Gammaproteobacteria	pSG1	NC_007713.1	AP008233	83.306	48.8812	80	-	-	-	101	21
Sodalis glossinidius str. 'morsitans'	Bacteria	Proteobacteria	Gammaproteobacteria	pSG3	NC_007715.1	AP008235	10.81	47.7706	11	-	-	-	12	1
Sodalis praecaptivus HS1	Bacteria	Proteobacteria	Gammaproteobacteria	pHS1	NZ_CP006570.1	CP006570	449.897	53.2157	361	-	-	-	367	6
Solibacillus silvestris StLB046	Bacteria	Terrabacteria group	Firmicutes	pSSIL1	NC_018069.1	AP012158	14.902	35.975	12	-	-	-	12	-
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	pDE7	NZ_CP013271.1	CP013271	6.108	61.3458	10	-	-	-	11	1
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	pDE5	NZ_CP013269.1	CP013269	21.405	62.6209	18	-	-	-	19	1
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	pDE8	NZ_CP013272.1	CP013272	5.818	58.9378	8	-	-	-	8	-
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	pDE6	NZ_CP013270.1	CP013270	10.566	64.7265	8	-	-	-	11	3
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	pDE4	NZ_CP013268.1	CP013268	43.676	62.9591	40	-	-	-	42	2
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	pDE2	NZ_CP013266.1	CP013266	85.174	62.3688	97	-	-	-	99	2
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	pDE1	NZ_CP013265.1	CP013265	229.716	62.7153	223	-	-	-	235	12
Sphingobium baderi	Bacteria	Proteobacteria	Alphaproteobacteria	pDE3	NZ_CP013267.1	CP013267	73.561	61.6318	83	-	-	-	86	3
Sphingobium chlorophenolicum L-1	Bacteria	Proteobacteria	Alphaproteobacteria	pSPHCH01	NC_015595.1	CP002800	123.733	64.838	122	-	-	-	124	2
Sphingobium chungbukense DJ77	Bacteria	Proteobacteria	Alphaproteobacteria	pSY2	NC_016000.1	JN180627	18.779	59.5399	22	-	-	-	22	-
Sphingobium fuliginis ATCC 27551	Bacteria	Proteobacteria	Alphaproteobacteria	pPDL2	NC_019376.1	JX312671	37.317	62.3684	39	-	-	-	39	-
Sphingobium japonicum UT26S	Bacteria	Proteobacteria	Alphaproteobacteria	pUT1	NC_014005.1	AP010806	31.776	63.6896	36	-	-	-	38	2
Sphingobium japonicum UT26S	Bacteria	Proteobacteria	Alphaproteobacteria	pUT2	NC_014009.1	AP010807	5.398	60.9856	7	-	-	-	7	-
Sphingobium japonicum UT26S	Bacteria	Proteobacteria	Alphaproteobacteria	pCHQ1	NC_014007.1	AP010805	190.974	62.9588	195	-	-	-	200	5
Sphingobium sp. SYK-6	Bacteria	Proteobacteria	Alphaproteobacteria	pSLPG	NC_015974.1	AP012223	148.801	64.4001	144	-	-	-	147	3
Sphingobium sp. YBL2	Bacteria	Proteobacteria	Alphaproteobacteria	YBL2_4	NZ_CP010958.1	CP010958	44.342	62.2435	48	-	1	-	51	2
Sphingobium sp. YBL2	Bacteria	Proteobacteria	Alphaproteobacteria	YBL2_3	NZ_CP010957.1	CP010957	322.226	61.1412	297	-	-	-	309	12
Sphingobium sp. YBL2	Bacteria	Proteobacteria	Alphaproteobacteria	YBL2_6	NZ_CP010960.1	CP010960	19.339	60.8511	16	-	-	-	16	-
Sphingobium sp. YBL2	Bacteria	Proteobacteria	Alphaproteobacteria	YBL2_5	NZ_CP010959.1	CP010959	20.552	60.7192	19	-	-	-	21	2
Sphingobium sp. YBL2	Bacteria	Proteobacteria	Alphaproteobacteria	YBL2_2	NZ_CP010956.1	CP010956	227.503	62.8308	219	-	-	-	231	12
Sphingobium sp. YBL2	Bacteria	Proteobacteria	Alphaproteobacteria	YBL2_1	NZ_CP010955.1	CP010955	27.036	60.5415	31	-	-	-	32	1
Sphingobium wenxiniae JZ-1	Bacteria	Proteobacteria	Alphaproteobacteria	pPBA	NC_025133.1	KJ009324	59.859	60.549	38	-	-	-	38	-
Sphingobium xenophagum QYY	Bacteria	Proteobacteria	Alphaproteobacteria	pSx-Qyy	NC_006826.1	AY787146	5.683	56.1675	4	-	-	-	4	-
Sphingobium yanoikuyae JCM 7371	Bacteria	Proteobacteria	Alphaproteobacteria	pYAN-1	NC_008246.1	AB265740	5.182	62.0417	1	-	-	-	1	-
Sphingobium yanoikuyae JCM 7371	Bacteria	Proteobacteria	Alphaproteobacteria	pYAN-2	NC_008247.1	AB265741	4.924	63.5256	1	-	-	-	1	-
Sphingomonas hengshuiensis WHSC-8	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP010837.1	CP010837	36.853	62.6028	37	-	-	-	37	-
Sphingomonas sanxanigenens DSM 19645 = NX02	Bacteria	Proteobacteria	Alphaproteobacteria	pNXO2	NZ_CP011450.1	CP011450	374.401	64.6302	343	-	-	-	360	17
Sphingomonas sp. A1	Bacteria	Proteobacteria	Alphaproteobacteria	pA1	NC_007353.2	AB231906	46.557	65.3285	49	-	-	-	49	-
Sphingomonas sp. ERG5	Bacteria	Proteobacteria	Alphaproteobacteria	pCADAB1	NC_022235.1	KF494257	138.306	63.1896	132	-	-	-	132	-
Sphingomonas sp. KA1	Bacteria	Proteobacteria	Alphaproteobacteria	pCAR3	NC_008308.1	AB270530	254.797	62.8869	263	-	-	-	263	-
Sphingomonas sp. MEA3-1	Bacteria	Proteobacteria	Alphaproteobacteria	pMEA07	NZ_CM003358.1	CM003358	6.108	61.3458	9	-	-	-	9	-
Sphingomonas sp. MEA3-1	Bacteria	Proteobacteria	Alphaproteobacteria	pMEA05	NZ_CM003356.1	CM003356	32.512	63.109	30	-	-	-	34	4
Sphingomonas sp. MEA3-1	Bacteria	Proteobacteria	Alphaproteobacteria	pMEA06	NZ_CM003357.1	CM003357	13.157	62.9855	15	-	-	-	17	2
Sphingomonas sp. MEA3-1	Bacteria	Proteobacteria	Alphaproteobacteria	pMEA01	NZ_CM003352.1	CM003352	287.745	62.2402	289	-	-	-	310	21
Sphingomonas sp. MEA3-1	Bacteria	Proteobacteria	Alphaproteobacteria	pMEA04	NZ_CM003355.1	CM003355	86.644	62.4036	62	-	-	-	70	8
Sphingomonas sp. MEA3-1	Bacteria	Proteobacteria	Alphaproteobacteria	pMEA03	NZ_CM003354.1	CM003354	109.813	62.2822	107	-	-	-	114	7
Sphingomonas sp. MEA3-1	Bacteria	Proteobacteria	Alphaproteobacteria	pMEA02	NZ_CM003353.1	CM003353	134.691	60.3255	130	-	-	-	144	14
Sphingomonas sp. MM-1	Bacteria	Proteobacteria	Alphaproteobacteria	pISP0	NC_020542.1	CP004037	275.84	63.4951	239	-	-	-	253	14
Sphingomonas sp. MM-1	Bacteria	Proteobacteria	Alphaproteobacteria	pISP3	NC_020544.1	CP004040	43.776	63.3109	40	-	-	-	43	3
Sphingomonas sp. MM-1	Bacteria	Proteobacteria	Alphaproteobacteria	pISP4	NC_020563.2	CP004041	33.183	63.0383	32	-	-	-	36	4
Sphingomonas sp. MM-1	Bacteria	Proteobacteria	Alphaproteobacteria	pISP2	NC_020543.1	CP004039	53.841	62.9465	45	-	-	-	48	3
Sphingomonas sp. MM-1	Bacteria	Proteobacteria	Alphaproteobacteria	pISP1	NC_020562.1	CP004038	172.14	62.5003	159	-	-	-	172	13
Sphingomonas sp. MM-1	Bacteria	Proteobacteria	Alphaproteobacteria	pISP3	NC_013970.2	AB549721	5.297	60.7891	3	-	-	-	3	-
Sphingomonas taxi ATCC 55669	Bacteria	Proteobacteria	Alphaproteobacteria	STP2	NZ_CP009573.1	CP009573	39.492	62.3063	41	-	-	-	42	1
Sphingomonas taxi ATCC 55669	Bacteria	Proteobacteria	Alphaproteobacteria	STP1	NZ_CP009572.1	CP009572	163.311	66.6875	130	-	-	-	135	5
Sphingomonas wittichii RW1	Bacteria	Proteobacteria	Alphaproteobacteria	pSWIT01	NC_009507.1	CP000700	310.228	64.0871	285	-	-	-	294	9
Sphingomonas wittichii RW1	Bacteria	Proteobacteria	Alphaproteobacteria	pSWIT02	NC_009508.1	CP000701	222.757	61.2201	180	-	-	-	198	18
Sphingopyxis alaskensis RB2256	Bacteria	Proteobacteria	Alphaproteobacteria	F plasmid	NC_008036.1	CP000357	28.543	60.3686	29	-	-	-	30	1
Sphingopyxis fribergensis Kp5.2	Bacteria	Proteobacteria	Alphaproteobacteria	pSfKp5.2	NZ_CP009123.1	CP009123	208.588	61.3257	180	-	-	-	188	8
Sphingopyxis macrogoltabida EY-1	Bacteria	Proteobacteria	Alphaproteobacteria	5	NZ_CP012705.1	CP012705	19.86	61.143	15	-	-	-	15	-
Sphingopyxis macrogoltabida EY-1	Bacteria	Proteobacteria	Alphaproteobacteria	1	NZ_CP012701.1	CP012701	196.952	60.7808	171	-	-	-	175	4
Sphingopyxis macrogoltabida EY-1	Bacteria	Proteobacteria	Alphaproteobacteria	3	NZ_CP012703.1	CP012703	34.474	63.0417	41	-	-	-	42	1
Sphingopyxis macrogoltabida EY-1	Bacteria	Proteobacteria	Alphaproteobacteria	2	NZ_CP012702.1	CP012702	58.892	60.6585	67	-	-	-	69	2
Sphingopyxis macrogoltabida EY-1	Bacteria	Proteobacteria	Alphaproteobacteria	4	NZ_CP012704.1	CP012704	30.496	61.9163	26	-	-	-	26	-
Sphingopyxis macrogoltabida 203	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP009430.1	CP009430	422.455	62.7177	373	-	-	-	386	13
Sphingopyxis macrogoltabida 203	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP009431.1	CP009431	151.24	60.9323	129	-	-	-	133	4
Sphingopyxis macrogoltabida 103	Bacteria	Proteobacteria	Alphaproteobacteria	pSM103mini	NC_014466.1	AB534719	4.328	57.463	5	-	-	-	5	-
Sphingopyxis sp. 113P3	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP009453.1	CP009453	243.437	64.0149	231	-	-	-	239	8
Spiroplasma citri GII3	Bacteria	Terrabacteria group	Tenericutes	pSci4	NC_007390.1	AJ969072	20.224	28.5848	17	-	-	-	19	2
Spiroplasma citri GII3	Bacteria	Terrabacteria group	Tenericutes	pSci3	NC_007389.1	AJ969071	19.325	27.7775	14	-	-	-	16	2
Spiroplasma citri GII3	Bacteria	Terrabacteria group	Tenericutes	pSci5	NC_007391.1	AJ969073	27.778	27.043	24	-	-	-	26	2
Spiroplasma citri GII3	Bacteria	Terrabacteria group	Tenericutes	pSci6	NC_007392.1	AJ969074	35.318	25.562	25	-	-	-	37	12
Spiroplasma citri BR3-3X	Bacteria	Terrabacteria group	Tenericutes	pBJS-O	NC_007101.1	-	13.374	28.8919	10	-	-	-	10	-
Spiroplasma citri GII3	Bacteria	Terrabacteria group	Tenericutes	pSci2	NC_007388.1	AJ969070	14.407	29.0206	10	-	-	-	12	2
Spiroplasma citri GII3	Bacteria	Terrabacteria group	Tenericutes	pSciA	NC_007386.1	AJ966734	7.79	21.335	8	-	-	-	8	-
Spiroplasma citri GII3	Bacteria	Terrabacteria group	Tenericutes	pSci1	NC_007387.1	AJ969069	12.989	28.7012	12	-	-	-	12	-
Spiroplasma kunkelii CR2-3x	Bacteria	Terrabacteria group	Tenericutes	pSKU146	NC_006400.1	-	14.615	28.1355	18	-	-	-	18	-
Spiroplasma kunkelii CR2-3x	Bacteria	Terrabacteria group	Tenericutes	pSKU76	NZ_CP012425.1	CP012425	7.576	21.5021	10	-	-	-	10	-
Spiroplasma kunkelii CR2-3x	Bacteria	Terrabacteria group	Tenericutes	pSKU205	NZ_CP012424.1	CP012424	20.501	24.2037	13	-	-	-	13	-
Spiroplasma kunkelii CR2-3x	Bacteria	Terrabacteria group	Tenericutes	pSKU226	NZ_CP012423.1	CP012423	22.558	27.6443	22	-	-	-	22	-
Spiroplasma melliferum KC3	Bacteria	Terrabacteria group	Tenericutes	pSme2	NZ_AGBZ02000006.1	AGBZ02000006	14.463	29.0949	15	-	-	-	15	-
Spiroplasma melliferum KC3	Bacteria	Terrabacteria group	Tenericutes	pSme1	NZ_AGBZ02000005.1	AGBZ02000005	23.306	29.5889	19	-	-	-	19	-
Spiroplasma taiwanense CT-1	Bacteria	Terrabacteria group	Tenericutes	unnamed	NC_021832.1	CP005075	11.138	23.0113	15	-	-	-	15	-
Spirosoma linguale DSM 74	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSLIN03	-	CP001772.1	36.434	44.2581	40	-	-	-	41	1
Spirosoma linguale DSM 74	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSLIN05	-	CP001774.1	8.651	44.2492	12	-	-	-	12	-
Spirosoma linguale DSM 74	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSLIN07	-	CP001776.1	7.308	47.5506	11	-	1	-	12	-
Spirosoma linguale DSM 74	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSLIN01	-	CP001770.1	189.452	49.185	177	-	-	-	185	8
Spirosoma linguale DSM 74	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSLIN02	-	CP001771.1	146.936	51.2951	142	-	-	-	147	5
Spirosoma linguale DSM 74	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSLIN08	-	CP001777.1	6.072	48.3531	8	-	-	-	8	-
Spirosoma linguale DSM 74	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSLIN04	-	CP001773.1	9.965	47.8374	14	-	1	-	15	-
Spirosoma linguale DSM 74	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pSLIN06	-	CP001775.1	7.683	47.3253	10	-	1	-	11	-
Spongiibacter sp. IMCC21906	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP011478.1	CP011478	12.685	49.862	13	-	-	-	15	2
Sporosarcina ureae DMV4	Bacteria	Terrabacteria group	Firmicutes	pSU1	NC_014015.1	GU584223	5.031	36.772	4	-	-	-	4	-
Stanieria cyanosphaera PCC 7437	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pSTA7437.02	NC_019749.1	CP003655	108.587	37.7716	94	-	-	-	99	5
Stanieria cyanosphaera PCC 7437	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pSTA7437.03	NC_019750.1	CP003656	67.557	41.072	68	-	-	-	72	4
Stanieria cyanosphaera PCC 7437	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pSTA7437.01	NC_019765.1	CP003654	309.296	39.2802	285	-	-	-	295	10
Stanieria cyanosphaera PCC 7437	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pSTA7437.05	NC_019766.1	CP003658	5.943	32.2901	3	-	-	-	3	-
Stanieria cyanosphaera PCC 7437	Bacteria	Terrabacteria group	Cyanobacteria/Melainabacteria group	pSTA7437.04	NC_020052.1	CP003657	12.398	31.6422	12	-	-	-	12	-
Staphylococcus agnetis 908	Bacteria	Terrabacteria group	Firmicutes	unamed	NZ_CP009624.1	CP009624	28.965	28.5828	28	-	-	-	34	6
Staphylococcus argenteus MSHR1132	Bacteria	Terrabacteria group	Firmicutes	pST75	NC_016942.1	FR821778	24.853	28.5237	20	-	-	-	21	1
Staphylococcus arlettae 2-144	Bacteria	Terrabacteria group	Firmicutes	pSS-03	NC_016054.1	JF834911	7.122	33.6563	5	-	-	-	5	-
Staphylococcus aureus 502A	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_CP007455.1	CP007455	22.99	27.2553	21	-	-	-	24	3
Staphylococcus aureus 2395 USA500	Bacteria	Terrabacteria group	Firmicutes	pUSA500	NZ_CP007500.1	CP007500	32.406	29.6025	34	-	-	-	36	2
Staphylococcus aureus M121	Bacteria	Terrabacteria group	Firmicutes	pM121	NZ_CP007671.1	CP007671	20.409	28.0905	16	-	-	-	20	4
Staphylococcus aureus CA15	Bacteria	Terrabacteria group	Firmicutes	pCA15	NZ_CP007675.1	CP007675	25.025	28.4436	17	-	-	-	25	8
Staphylococcus aureus RKI4	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_CP011529.1	CP011529	17.905	28.0592	15	-	-	-	17	2
Staphylococcus aureus ST398	Bacteria	Terrabacteria group	Firmicutes	pUR3912	NC_020183.2	HE805623	6.176	29.7927	6	-	-	-	6	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pSN2	NC_005565.1	V01282	1.288	36.2578	1	-	-	-	1	-
Staphylococcus aureus KH13	Bacteria	Terrabacteria group	Firmicutes	pKH13	NC_010426.1	EU170347	2.909	29.4603	2	-	-	-	2	-
Staphylococcus aureus SM52	Bacteria	Terrabacteria group	Firmicutes	pSM52	NC_025022.1	JX898993	2.782	28.6485	7	-	-	-	7	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pNVH01	NC_004562.1	AJ512814	2.65	30.4151	2	-	-	-	2	-
Staphylococcus aureus IMCJ1308	Bacteria	Terrabacteria group	Firmicutes	pSA1308	NC_007928.1	AB254848	2.756	30.6604	2	-	-	-	2	-
Staphylococcus aureus 18808	Bacteria	Terrabacteria group	Firmicutes	p18808-P03	NC_018959.1	CP002137	27.059	30.5407	39	-	-	-	39	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pSK3	NC_001994.1	U96609	1.658	34.0169	2	-	-	-	2	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pSK6	NC_001995.1	U96610	1.551	33.5268	2	-	-	-	2	-
Staphylococcus aureus PM1	Bacteria	Terrabacteria group	Firmicutes	pPM1	NC_019148.1	AB699881	25.961	29.032	22	-	-	-	23	-
Staphylococcus aureus EP5	Bacteria	Terrabacteria group	Firmicutes	pDLK2	NC_019140.1	GU562625	2.908	29.4017	2	-	-	-	2	-
Staphylococcus aureus KH28	Bacteria	Terrabacteria group	Firmicutes	pKH15	NC_010427.1	EU170348	2.907	29.4118	2	-	-	-	2	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pV030-8	NC_010279.1	EU366902	39.041	28.1345	17	-	-	-	17	-
Staphylococcus aureus SK18	Bacteria	Terrabacteria group	Firmicutes	pSK1	NC_014369.1	GU565967	28.15	30.9698	28	-	-	-	32	-
Staphylococcus aureus 18810	Bacteria	Terrabacteria group	Firmicutes	p18810-P03	NC_018963.1	CP002141	27.067	30.5206	37	-	-	-	37	-
Staphylococcus aureus JY22	Bacteria	Terrabacteria group	Firmicutes	pKH17	NC_010284.1	EU365622	4.441	30.0158	3	-	-	-	3	-
Staphylococcus aureus 004-737X	Bacteria	Terrabacteria group	Firmicutes	pSA737	NC_021076.1	KC206006	39.287	31.7281	39	-	-	-	41	-
Staphylococcus aureus 18811	Bacteria	Terrabacteria group	Firmicutes	p18811-P01	NC_018975.1	CP002144	3.125	28.736	5	-	-	-	5	-
Staphylococcus aureus E14	Bacteria	Terrabacteria group	Firmicutes	pDLK1	NC_019139.1	GU562624	2.402	30.8909	2	-	-	-	2	-
Staphylococcus aureus 18808	Bacteria	Terrabacteria group	Firmicutes	p18808-P01	NC_018960.1	CP002138	3.125	28.736	5	-	-	-	5	-
Staphylococcus aureus TY825	Bacteria	Terrabacteria group	Firmicutes	pETB	NC_022598.1	AP012467	60.563	28.2219	63	-	-	-	63	-
Staphylococcus aureus 18806	Bacteria	Terrabacteria group	Firmicutes	p18806-P03	NC_018956.1	CP002134	27.068	30.5416	36	-	-	-	36	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pNS1	NC_001391.1	M16217	3.879	29.8788	4	-	-	-	4	-
Staphylococcus aureus 19321	Bacteria	Terrabacteria group	Firmicutes	p19321-P03	NC_018976.1	CP002147	27.425	27.2489	34	-	-	-	34	-
Staphylococcus aureus WBG4364	Bacteria	Terrabacteria group	Firmicutes	pWBG1773	NC_010616.1	EF537646	2.916	28.8409	3	-	-	-	3	-
Staphylococcus aureus ST398	Bacteria	Terrabacteria group	Firmicutes	pDJ91S	NC_023313.1	KC895984	3.928	28.6151	3	-	-	-	3	-
Staphylococcus aureus CMRSA	Bacteria	Terrabacteria group	Firmicutes	pWBG738	NC_007209.1	DQ088624	2.473	30.9341	3	-	-	-	3	-
Staphylococcus aureus JY50	Bacteria	Terrabacteria group	Firmicutes	pKH21	NC_010684.1	EU350088	2.531	30.6203	2	-	-	-	2	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pKKS825	NC_013034.2	FN377602	14.362	33.1987	9	-	-	-	9	-
Staphylococcus aureus C4128	Bacteria	Terrabacteria group	Firmicutes	pUR4128	NC_019147.1	JQ861960	7.567	32.4303	6	-	-	-	6	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pE194	NC_005908.1	V01278	3.728	31.706	5	-	-	-	5	-
Staphylococcus aureus 18813	Bacteria	Terrabacteria group	Firmicutes	p18809-P04	NC_018968.1	CP002146	28.404	31.8864	40	-	-	-	40	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pMW2	NC_005011.1	AP004832	20.654	28.3771	27	-	-	-	27	-
Staphylococcus aureus TY4	Bacteria	Terrabacteria group	Firmicutes	pETB	NC_003265.1	AP003088	38.211	27.7486	50	-	-	-	50	-
Staphylococcus aureus 19321	Bacteria	Terrabacteria group	Firmicutes	p19321-P01	NC_018969.1	CP002148	2.473	30.8128	3	-	-	-	3	-
Staphylococcus aureus JY37	Bacteria	Terrabacteria group	Firmicutes	pKH19	NC_010685.1	EU350089	2.473	30.8128	2	-	-	-	2	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	J3358	NC_001763.1	U36910	6.024	31.2085	2	-	-	-	2	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pC223	NC_005243.1	AY355285	4.608	31.4887	5	-	-	-	5	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pRJ9	NC_025194.1	AF447813	10.406	28.5316	14	-	-	-	14	-
Staphylococcus aureus 18813	Bacteria	Terrabacteria group	Firmicutes	p18813-P03	NC_018967.1	CP002145	30.127	27.8621	43	-	-	-	43	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pSWS372	NC_024964.1	HG380318	3.982	29.8091	5	-	-	-	6	1
Staphylococcus aureus IMCJ1379	Bacteria	Terrabacteria group	Firmicutes	pSA1379	NC_007931.1	AB255366	22.787	29.2799	21	-	-	-	21	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pC221	NC_006977.1	X02166	4.555	31.6136	4	-	-	-	4	-
Staphylococcus aureus T48	Bacteria	Terrabacteria group	Firmicutes	pT48	NC_001395.1	M19652	2.475	30.9091	2	-	-	-	2	-
Staphylococcus aureus C5425	Bacteria	Terrabacteria group	Firmicutes	pUR5425	NC_019146.1	JQ861958	2.69	30.7435	2	-	-	-	2	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pT181	NC_001393.1	J01764	4.439	30.0743	4	-	-	-	4	-
Staphylococcus aureus KH28	Bacteria	Terrabacteria group	Firmicutes	pKH14	NC_010428.1	EU164802	3.124	28.8412	2	-	-	-	2	-
